cafe_id	occasion_tags	hangout_score	date_score	work_score	meeting_score	quick_service_score	privacy_score	aesthetic_score	ai_summary
node/672232247	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/672675264	hangout	5	3	4	4	4	3	4	Pune North Main Road; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/674921350	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
way/709192752	hangout,meeting,quick_coffee	6	4	5	6	6	4	4	Pune Balewadi High Street; italian, french; Mo-Su 08:00-22:00.
node/763545776	hangout	5	4	5	5	5	4	4	indian.
way/819111733	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/824469850	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
way/859971594	quick_coffee	5	3	4	4	7	3	4	regional, chicken, coffee_shop; 24/7.
node/865812384	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/870193119	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
way/987626296	quick_coffee	5	3	3	4	8	3	3	regional; sunrise-sunset.
way/1225125349	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/1229142799	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/1243064186	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
way/1245776667	quick_coffee	5	3	4	4	6	3	4	Pune regency orion  mohan nagar  baner pune; coffee_shop, indian; Mo-Su 09:00-21:00.
way/1247689705	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/1255574000	quick_coffee	5	3	4	4	6	3	4	Karve Nagar   Pune; coffee_shop. Limited source detail suggests a generic everyday cafe.
way/1261394960	quick_coffee	5	4	5	5	6	4	4	Pune Kirtinagar Pune; biryani, chicken, chinese; Mo-Su 08:00-22:00.
way/1270330549	hangout	5	3	4	4	5	3	4	pune; coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
way/1371963261	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
way/1389330245	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/1430547469	hangout	5	3	4	4	5	3	4	pimpri chinhwad; coffee_shop. Limited source detail suggests a generic everyday cafe.
way/1458945429	hangout	6	4	5	5	5	4	5	burger, coffee_shop, pizza, ice_cream; Mo-Su 10:00-22:00.
way/1471511847	hangout	5	3	4	4	5	3	4	Pune Balewadi High Street Baner; pizza; Mo-Fr 09:00-17:00. Sparse placeholder entry; best treated as a basic cafe.
node/1532852993	hangout	5	3	4	4	5	3	4	Pune Magarpatta Inner Circle; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/1563305285	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/1768859199	hangout	5	3	4	4	5	3	4	coffee_shop; Mo-Su 09:00-23:00. Limited source detail suggests a generic everyday cafe.
node/2036476888	hangout	5	3	3	4	5	3	4	Pune Narayan Annaji Shinde Road; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/2183488936	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/2183488938	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/2183569906	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/2185567181	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/2203119229	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/2527611870	hangout	5	3	4	4	4	3	4	coffee_shop; Mo-Su 13:00-23:00. Limited source detail suggests a generic everyday cafe.
node/2561173070	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/2561173081	quick_coffee	5	3	4	4	6	3	4	Mayur Colony  Kothrud  Pune  Maharashtra 411038; coffee_shop; Mo-Su 09:00-23:00. Limited source detail suggests a generic everyday cafe.
node/2578138779	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/2785784969	hangout	5	3	4	4	5	3	4	Rambaug Colony  Kothrud  Pune - 411038 MIT College Road; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/2785802454	quick_coffee	5	3	4	4	6	3	4	regional.
node/2787021729	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/2787982835	hangout,date,meeting	6	8	5	6	4	7	8	Pune Karve Road; ice_cream.
node/2787986706	meeting	5	5	5	6	5	4	5	Pune Karve Road; pastry cakes.
node/3269062066	work	5	4	6	4	4	3	5	Pune Fergusson College Road Pune; coffee_shop; Mo-Su 10:00-23:30. Limited source detail suggests a generic everyday cafe.
node/3311223799	hangout	5	3	3	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/3488367794	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/3533206593	hangout	5	3	4	4	5	3	4	coffee_shop; Mo-Su 09:00-23:00. Limited source detail suggests a generic everyday cafe.
node/3647415344	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/3710571734	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/3746861106	hangout	5	3	4	4	5	3	4	Pune Gopal Krushna Gokhale Path; coffee_shop; Mo-Su 09:00-23:00. Limited source detail suggests a generic everyday cafe.
node/3837531767	hangout	5	3	3	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/3964005611	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/3983902182	hangout	5	3	3	4	5	3	4	Pune Pashan-Sus Road; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/3986715072	hangout	5	3	4	4	5	3	4	Pune Pashan-Sus Road; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/3987038638	hangout,quick_coffee	7	3	4	4	6	3	6	Pune Baner-Pashan Link Road Pashan; coffee_shop, sandwich, korean, burger, chicken; Tu-Su 10:00-8:00.
node/4061013196	hangout	5	3	3	4	5	3	4	cafe. Limited source detail suggests a generic everyday cafe.
node/4084794551	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/4452486687	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/4452495870	hangout	5	3	5	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/4520447491	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/4520464891	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/4520491891	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/4610141290	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/4748299854	hangout	5	3	4	4	5	3	4	Pune Vitthal Rao Shivarkar Marg; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/4879927647	hangout,date,meeting	6	8	5	6	4	7	8	Pune Laxminagar Yerwada; all_in_caffe; Mo-Su 10:00-22:00.
node/5302827823	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/5695613020	quick_coffee	5	3	4	4	6	3	4	sandwich.
node/5695637394	hangout,quick_coffee	6	3	4	4	6	3	4	sandwich, coffee_shop, burger.
node/5713386202	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/5773606803	hangout	5	3	4	4	5	3	4	Pune Mahadji Shinde Marg; coffee_shop; PH Mo-Su 11:00-23:00. Limited source detail suggests a generic everyday cafe.
node/5815976639	hangout	5	4	4	4	5	3	5	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/5819803195	hangout	5	3	4	4	5	3	4	Law College Road; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/5832220016	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/5832220017	hangout,quick_coffee	7	3	3	4	6	3	5	Pune Shantisheela Society Lane  Law College Road; pizza, sandwich, coffee_shop, italian; Mo-Su 09:00-21:00.
node/5832220035	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/5832548499	quick_coffee	5	3	4	4	6	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/5846549317	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/5870770162	hangout,quick_coffee	7	3	3	4	6	3	6	Pune Paud Road; pizza, burger, sandwich, coffee_shop, ice_cream, chicken; Mo-Su 11:00-23:00.
node/6042492266	quick_coffee	5	3	3	4	8	3	3	regional.
node/6113753532	hangout	5	3	4	4	5	3	4	Pune Balewadi High Street; coffee_shop; Mo-Su 07:00-22:00. Limited source detail suggests a generic everyday cafe.
node/6128598689	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6130921997	hangout	5	3	4	4	5	3	4	Pune Shankarao Gaikwad Path Pune; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6130921999	hangout	5	3	3	4	5	3	4	Pune Shankarao Gaikwad Path Pune; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6130922009	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6184010099	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6186406656	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6199355630	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6201762556	hangout	5	3	4	4	5	3	4	Pune Gopal Krushna Gokhale Path Pune; coffee_shop; Mo-Su 07:00-23:00. Limited source detail suggests a generic everyday cafe.
node/6201856577	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6250078437	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6258899893	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6258913000	quick_coffee	5	3	3	4	6	3	4	coffee_shop; Mo-Su 08:00-23:00. Limited source detail suggests a generic everyday cafe.
node/6258988969	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6501795503	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6514938736	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6531995651	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/6849362802	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/6984014250	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/7062711336	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/7112841941	hangout	6	4	5	5	4	4	5	persian.
node/7177165876	quick_coffee	5	3	4	4	6	3	4	Pune Sai Heritage; sandwich, coffee, coffee_shop.
node/7207627092	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/8282902933	quick_coffee	5	3	3	4	6	3	4	Pune Kalas; coffee_shop; Mo-Sa 08:00-18:00. Limited source detail suggests a generic everyday cafe.
node/8711632382	hangout	5	3	3	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/9090380090	hangout	5	3	3	4	5	3	4	coffee_shop; Mo-Su 09:00-21:00. Limited source detail suggests a generic everyday cafe.
node/9106176612	quick_coffee	5	3	4	4	6	3	4	Pune Lions Club Road  Dattawadi; coffee_shop; Mo-Sa 08:00-18:00. Limited source detail suggests a generic everyday cafe.
node/9128835091	hangout	5	3	3	4	5	3	4	coffee_shop; Mo-Su 09:00-21:00. Limited source detail suggests a generic everyday cafe.
node/9128852308	hangout,meeting	6	4	5	6	5	4	4	Pune Kondhwa Road; pizza; Mo-Su 09:00-21:00.
node/9128878535	quick_coffee	5	3	4	4	6	3	4	coffee_shop; Mo-Sa 08:00-18:00. Limited source detail suggests a generic everyday cafe.
node/9128906269	hangout	5	3	4	4	5	3	4	coffee_shop; Mo-Su 09:00-21:00. Limited source detail suggests a generic everyday cafe.
node/9128917148	hangout	5	3	4	4	5	3	4	coffee_shop; Mo-Su 10:00-22:00. Limited source detail suggests a generic everyday cafe.
node/9142494220	hangout	5	3	4	4	5	3	4	Pune Cafe Grand  Shivneri Nagar   kondhwa; coffee_shop; Mo-Sa 08:00-23:00. Limited source detail suggests a generic everyday cafe.
node/9168944791	meeting	5	4	5	6	5	4	4	Pune Prwal Road; indian; Mo-Su 10:00-21:00.
node/9174851579	hangout	5	3	4	4	5	3	4	Fergusson college campus Rd  cannol Road 8  Pune  Maharashtra 411004; coffee_shop; Mo-Su 10:00-22:00. Limited source detail suggests a generic everyday cafe.
node/9229704619	hangout	5	3	4	4	5	3	4	Sangam Solitaire  Ground Floor  Late GA Kulkarni Path  Kothrud  Pune  Maharashtra 411038; coffee_shop; Mo-Su 08:00-23:00. Limited source detail suggests a generic everyday cafe.
node/9229782583	hangout	5	3	4	4	4	3	4	Shop No 1  Hari Ganga Apts  S  no 49  Gandhi Bhavan Rd  Kothrud  Pune  Maharashtra 411029; coffee_shop; Mo-Su 11:00-22:00. Limited source detail suggests a generic everyday cafe.
node/9247492749	hangout	5	3	4	4	5	3	4	Parvati Sahakar Nagar  Vrindavan Society  Sivadarshan Poorgrasta Vasahat  Parvati Paytha  Pune  Maharashtra 411009; coffee_shop; Mo-Su 10:00-23:45. Limited source detail suggests a generic everyday cafe.
node/9263465723	hangout,work,quick_coffee	6	3	6	4	6	3	7	Aundh Opposite Pandit Bheemsen Joshi Auditorium  near PMRDA Office  Bremen Chowk  Pune  Maharashtra 411067; coffee_shop, sandwich, juice; Mo-Su 11:30-22:00.
node/9278151721	quick_coffee	5	3	3	4	6	3	3	Cornerstone Premises  Deccan Gymkhana  Prabhat Rd  beside Shri Mahila Griha Udyog Lijjat Papad Factory  Papad  Pune  Maharashtra 411004; coffee_shop; Mo-Su 07:00-22:00. Limited source detail suggests a generic everyday cafe.
node/9314632673	hangout,quick_coffee	7	3	4	4	6	3	5	italian, sandwich, ice_cream, chinese; Mo-Su 11:00-23:00.
node/9314683517	hangout,meeting	7	5	3	7	5	3	6	pune NIBM Road; ice_cream, pizza, italian, coffee_shop, indian; Mo-Su 09:00-21:00.
node/9342590021	hangout,meeting,quick_coffee	7	5	3	6	6	3	6	pune ramchandra nagar; international; Mo-Su 08:00-22:00.
node/9348284345	quick_coffee	5	3	4	4	6	3	4	Pune Balewadi High Street; coffee_shop; Mo-Su 08:00-23:00. Limited source detail suggests a generic everyday cafe.
node/9402107553	hangout	5	3	4	4	4	3	4	coffee_shop; Mo-Su 09:00-20:00. Limited source detail suggests a generic everyday cafe.
node/9410145905	hangout	5	3	4	4	5	3	4	coffee_shop; Mo-Fr 09:00-18:00. Limited source detail suggests a generic everyday cafe.
node/9485510091	quick_coffee	5	3	3	4	6	3	3	coffee_shop; Mo-Su 07:00-23:00. Limited source detail suggests a generic everyday cafe.
node/9502917899	quick_coffee	5	3	3	4	6	3	4	pune Laxminagar Road; coffee_shop; Mo-Sa 08:00-18:00. Limited source detail suggests a generic everyday cafe.
node/9523273130	hangout	5	3	4	4	5	3	4	Pune Vishnushastri Chiplunkar Path; coffee_shop; Mo-Su 06:00-23:00. Limited source detail suggests a generic everyday cafe.
node/9576768842	quick_coffee	5	3	3	4	6	3	3	Bavdhan Budruk Uttamnagar road; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/9578166717	quick_coffee	5	3	3	4	6	3	3	Bavdhan Budruk Uttamnagar road; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/9580154852	hangout	5	3	4	4	5	3	4	Bavdhan Budruk Uttamnagar road; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/9863982568	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/9937295163	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/9961484838	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/9967066414	quick_coffee	5	3	4	4	6	3	4	Pune Rajarshi Shahu Maharaj Path; coffee_shop; Mo-Su 06:00-18:30. Limited source detail suggests a generic everyday cafe.
node/9990997125	hangout	5	3	5	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10010582417	hangout	5	3	3	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10013647188	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/10044086761	quick_coffee	5	3	4	4	6	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10044086762	quick_coffee	5	3	4	4	6	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10044086791	quick_coffee	5	3	4	4	6	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10054088273	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10082191331	hangout	5	3	4	4	5	3	4	Fountain Road; coffee_shop; Mo-Fr 08:00-23:00. Limited source detail suggests a generic everyday cafe.
node/10117684095	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10117689099	hangout	6	4	5	5	4	4	5	cake, pastry, coffee.
node/10117710443	hangout	7	4	3	5	5	3	5	italian.
node/10139641469	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10158935918	hangout	5	3	3	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10162210617	hangout	5	4	4	4	4	3	5	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10172982151	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10177484344	hangout	5	3	3	4	5	3	4	coffee_shop; Mo-Su 09:00-23:00. Limited source detail suggests a generic everyday cafe.
node/10235421239	hangout	5	3	3	4	5	3	4	coffee_shop; 09:00-23:45. Limited source detail suggests a generic everyday cafe.
node/10236598050	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/10241751327	quick_coffee	5	3	3	4	6	3	3	Pune Rambaug Colony Road; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10245868486	hangout	5	3	4	4	5	3	4	coffee_shop; 09:00-22:00. Sparse placeholder entry; best treated as a basic cafe.
node/10248838452	hangout,meeting	6	4	5	7	5	4	4	Bavdhan  Pune DSK Ranwara road Pune; pizza, burger, italian, coffee_shop.
node/10250076202	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10250076204	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10255150045	hangout	5	3	5	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10282260008	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10285556158	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10285662752	hangout	5	3	4	4	5	3	4	coffee_shop; Mo-Su 09:00-21:00. Limited source detail suggests a generic everyday cafe.
node/10310521656	hangout	5	3	4	4	5	3	4	coffee_shop; Mo-Su 09:00-21:00. Sparse placeholder entry; best treated as a basic cafe.
node/10313160450	hangout,meeting	7	4	3	6	5	3	5	Pune Golwalkar Guruji Path; pizza, burger, chinese, mexican; Mo-Su 09:00-21:00.
node/10579277153	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10579277154	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10648169752	hangout	5	3	4	4	4	3	4	ITI Road; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10686342276	meeting,quick_coffee	5	5	5	7	6	4	5	Pune Pancard Club Road  Baner; coffee_shop, ice_cream, chocolate; 24/7.
node/10704253285	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10712226560	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/10725596914	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10742654055	hangout	5	3	4	4	5	3	4	south indian, south indian. Sparse placeholder entry; best treated as a basic cafe.
node/10761228049	quick_coffee	5	3	4	4	6	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10796223282	quick_coffee	5	3	3	4	6	3	3	Pune Ramchandra Gayakwad Path Pune; coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10806884774	hangout,meeting	7	4	5	6	5	4	4	pune Pimple Gurav-Navi Sangvi Road; pizza, burger, fries; Mo-Su 11:30-23:00.
node/10807015713	hangout,quick_coffee	6	3	4	4	6	3	5	Ravet  Pune Ravet - Walhekarwadi Road Pune; pizza, coffee_shop, burger, french, ice_cream, juice, sandwich; 24/7.
node/10807157214	quick_coffee	5	3	4	4	6	3	4	pimpri chinhwad; regional, coffee_shop.
node/10807171241	hangout	5	3	4	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10913563337	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10927940657	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/10956621606	hangout	5	3	4	4	5	3	4	Bajirao Road; indian. Sparse placeholder entry; best treated as a basic cafe.
node/10977349389	quick_coffee	5	3	3	4	6	3	3	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11007174695	hangout,quick_coffee	6	3	3	4	8	3	3	Pune; tea; Mo-Su 08:30-23:00.
node/11061383054	quick_coffee	5	3	4	4	6	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11065644757	hangout,quick_coffee	7	3	4	4	6	3	5	Pune Dei Gratia  Viman nagar Pune; coffee_shop, pizza, burger, italian, sandwich, chicken, french, pasta, indian, ice_cream, dessert, chocolate; Mo-Su 09:00-23:00.
node/11104697380	hangout	5	3	4	4	5	3	4	coffee_shop. Sparse placeholder entry; best treated as a basic cafe.
node/11111744793	hangout	5	4	4	4	5	3	5	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11126719893	quick_coffee	5	3	4	4	6	3	4	Chatrapati Shahu Maharaja Road  bear Ruby Hall; coffee_shop; Mo-Su 06:00-19:30. Limited source detail suggests a generic everyday cafe.
node/11129411721	quick_coffee	5	4	3	4	6	3	5	coffee_shop; Mo-Su 06:00-22:00. Limited source detail suggests a generic everyday cafe.
node/11159366024	hangout	5	3	4	4	4	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11274100323	hangout	5	3	4	4	4	3	4	cafe. Limited source detail suggests a generic everyday cafe.
node/11274112988	hangout	5	3	3	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11323266169	hangout	5	3	4	4	5	3	4	Bapusaheb Gupte Path; coffee_shop; Mo-Su 08:00-00:00. Sparse placeholder entry; best treated as a basic cafe.
node/11323273120	hangout	5	3	3	4	5	3	4	coffee_shop. Limited source detail suggests a generic everyday cafe.
node/11330878772	hangout	5	3	3	4	5	3	4	Pune Goel Ganga road Pune; coffee_shop. Limited source detail suggests a generic everyday cafe.
